celex,readable_name,cluster_id,cluster_name,method
32024R0490,Regulation (EU) 2024/490,11,Transport & Mobility,keyword
32024R0568,Regulation (EU) 2024/568,15,EU Institutional Framework & Funding,hand
32024R0573,F-Gas Regulation [Regulation (EU) 2024/573],12,"Environment, Energy & Climate",hand
32024R0574,Regulation (EU) 2024/574,10,"Migration, Asylum & Border Management",keyword
32024R0576,Regulation (EU) 2024/576,15,EU Institutional Framework & Funding,keyword
32024R0590,Ozone-Depleting Substances Regulation [Regulation (EU) 2024/590],12,"Environment, Energy & Climate",hand
32024R0595,Regulation (EU) 2024/595,9,Criminal Justice & Fundamental Rights,keyword
32024R0607,Regulation (EU) 2024/607,1,"AI, Data Economy & Digital Identity",keyword
32024R0741,Regulation (EU) 2024/741,15,EU Institutional Framework & Funding,keyword
32024R0753,Regulation (EU) 2024/753,15,EU Institutional Framework & Funding,keyword
32024R0765,"Regulation (EU, Euratom) 2024/765",5,"Financial Markets, Investment & Capital",keyword
32024R0791,Regulation (EU) 2024/791,5,"Financial Markets, Investment & Capital",hand
32024R0792,Ukraine Facility Regulation [Regulation (EU) 2024/792],15,EU Institutional Framework & Funding,hand
32024R0795,STEP Regulation [Regulation (EU) 2024/795],15,EU Institutional Framework & Funding,keyword
32024R0805,Regulation (EU) 2024/805,12,"Environment, Energy & Climate",keyword
32024R0856,Regulation (EU) 2024/856,6,"Banking, Payments, Insurance & AML",keyword
32024R0857,Regulation (EU) 2024/857,5,"Financial Markets, Investment & Capital",keyword
32024R0868,Regulation (EU) 2024/868,9,Criminal Justice & Fundamental Rights,keyword
32024R0886,Instant Payments Regulation [Regulation (EU) 2024/886],6,"Banking, Payments, Insurance & AML",hand
32024R0892,Regulation (EU) 2024/892,13,"Health, Medicines & Life Sciences",keyword
32024R0894,Regulation (EU) 2024/894,11,Transport & Mobility,keyword
32024R0895,Regulation (EU) 2024/895,6,"Banking, Payments, Insurance & AML",keyword
32024R0896,Regulation (EU) 2024/896,5,"Financial Markets, Investment & Capital",keyword
32024R0897,Regulation (EU) 2024/897,6,"Banking, Payments, Insurance & AML",hand
32024R0900,TTPAR - Transparency And Targeting Of Political Advertising Regulation [Regulation (EU) 2024/900],2,Platform Regulation & Digital Markets,hand
32024R0903,IEA - Interoperable Europe Act [Regulation (EU) 2024/903],1,"AI, Data Economy & Digital Identity",hand
32024R0911,Regulation (EU) 2024/911,10,"Migration, Asylum & Border Management",keyword
32024R0912,Regulation (EU) 2024/912,10,"Migration, Asylum & Border Management",keyword
32024R0920,Regulation (EU) 2024/920,5,"Financial Markets, Investment & Capital",keyword
32024R0946,Regulation (EU) 2024/946,14,"Agriculture, Fisheries & Rural Development",keyword
32024R0949,Regulation (EU) 2024/949,11,Transport & Mobility,keyword
32024R0982,Prüm II Regulation [Regulation (EU) 2024/982],9,Criminal Justice & Fundamental Rights,hand
32024R0994,Regulation (EU) 2024/994,12,"Environment, Energy & Climate",keyword
32024R1004,Regulation (EU) 2024/1004,13,"Health, Medicines & Life Sciences",keyword
32024R1028,STR Regulation [Regulation (EU) 2024/1028],14,"Agriculture, Fisheries & Rural Development",hand
32024R1041,Regulation (EU) 2024/1041,12,"Environment, Energy & Climate",keyword
32024R1083,EMFA - European Media Freedom Act [Regulation (EU) 2024/1083],3,"Digital Content, Media & Copyright",hand
32024R1084,Regulation (EU) 2024/1084,11,Transport & Mobility,keyword
32024R1085,Regulation (EU) 2024/1085,5,"Financial Markets, Investment & Capital",keyword
32024R1106,REMIT II Regulation [Regulation (EU) 2024/1106],5,"Financial Markets, Investment & Capital",hand
32024R1107,Regulation (EU) 2024/1107,11,Transport & Mobility,keyword
32024R1108,Regulation (EU) 2024/1108,7,Consumer Rights & Internal Market,keyword
32024R1109,Regulation (EU) 2024/1109,11,Transport & Mobility,keyword
32024R1110,Regulation (EU) 2024/1110,11,Transport & Mobility,keyword
32024R1111,Regulation (EU) 2024/1111,11,Transport & Mobility,keyword
32024R1143,Geographical Indications Regulation [Regulation (EU) 2024/1143],8,Intellectual Property,hand
32024R1157,Waste Shipments Regulation [Regulation (EU) 2024/1157],12,"Environment, Energy & Climate",hand
32024R1180,Regulation (EU) 2024/1180,11,Transport & Mobility,keyword
32024R1183,EIDAS 2 [Regulation (EU) 2024/1183],1,"AI, Data Economy & Digital Identity",hand
32024R1230,Regulation (EU) 2024/1230,11,Transport & Mobility,keyword
32024R1232,Regulation (EU) 2024/1232,10,"Migration, Asylum & Border Management",keyword
32024R1244,Regulation (EU) 2024/1244,14,"Agriculture, Fisheries & Rural Development",hand
32024R1252,Critical Raw Materials Act [Regulation (EU) 2024/1252],12,"Environment, Energy & Climate",keyword
32024R1257,Euro 7 Regulation [Regulation (EU) 2024/1257],11,Transport & Mobility,hand
32024R1287,Regulation (EU) 2024/1287,15,EU Institutional Framework & Funding,keyword
32024R1307,Regulation (EU) 2024/1307,14,"Agriculture, Fisheries & Rural Development",hand
32024R1309,Gigabit Infrastructure Act [Regulation (EU) 2024/1309],2,Platform Regulation & Digital Markets,hand
32024R1321,Regulation (EU) 2024/1321,11,Transport & Mobility,keyword
32024R1347,Qualification Regulation [Regulation (EU) 2024/1347],10,"Migration, Asylum & Border Management",keyword
32024R1348,Asylum Procedures Regulation [Regulation (EU) 2024/1348],10,"Migration, Asylum & Border Management",hand
32024R1349,Return Border Procedure Regulation [Regulation (EU) 2024/1349],10,"Migration, Asylum & Border Management",keyword
32024R1350,Union Resettlement and Humanitarian Admission Regulation [Regulation (EU) 2024/1350],10,"Migration, Asylum & Border Management",hand
32024R1351,Asylum and Migration Management Regulation [Regulation (EU) 2024/1351],10,"Migration, Asylum & Border Management",hand
32024R1352,Regulation (EU) 2024/1352,10,"Migration, Asylum & Border Management",hand
32024R1356,Screening Regulation [Regulation (EU) 2024/1356],10,"Migration, Asylum & Border Management",hand
32024R1358,Eurodac Regulation [Regulation (EU) 2024/1358],10,"Migration, Asylum & Border Management",hand
32024R1359,Crisis and Force Majeure Regulation [Regulation (EU) 2024/1359],10,"Migration, Asylum & Border Management",keyword
32024R1366,Regulation (EU) 2024/1366,10,"Migration, Asylum & Border Management",keyword
32024R1381,Regulation (EU) 2024/1381,13,"Health, Medicines & Life Sciences",keyword
32024R1389,Regulation (EU) 2024/1389,14,"Agriculture, Fisheries & Rural Development",keyword
32024R1400,Regulation (EU) 2024/1400,11,Transport & Mobility,keyword
32024R1415,Regulation (EU) 2024/1415,10,"Migration, Asylum & Border Management",keyword
32024R1417,Farm Sustainability Data Network Delegated Regulation [Delegated Regulation (EU) 2024/1417],14,"Agriculture, Fisheries & Rural Development",keyword
32024R1428,Regulation (EU) 2024/1428,15,EU Institutional Framework & Funding,keyword
32024R1435,Regulation (EU) 2024/1435,11,Transport & Mobility,keyword
32024R1449,Regulation (EU) 2024/1449,15,EU Institutional Framework & Funding,hand
32024R1459,Regulation (EU) 2024/1459,1,"AI, Data Economy & Digital Identity",keyword
32024R1468,Regulation (EU) 2024/1468,12,"Environment, Energy & Climate",keyword
32024R1469,Regulation (EU) 2024/1469,15,EU Institutional Framework & Funding,keyword
32024R1474,Regulation (EU) 2024/1474,14,"Agriculture, Fisheries & Rural Development",keyword
32024R1485,Regulation (EU) 2024/1485,15,EU Institutional Framework & Funding,keyword
32024R1493,Regulation (EU) 2024/1493,15,EU Institutional Framework & Funding,keyword
32024R1502,Regulation (EU) 2024/1502,1,"AI, Data Economy & Digital Identity",keyword
32024R1503,Regulation (EU) 2024/1503,5,"Financial Markets, Investment & Capital",keyword
32024R1504,Regulation (EU) 2024/1504,5,"Financial Markets, Investment & Capital",keyword
32024R1505,Regulation (EU) 2024/1505,1,"AI, Data Economy & Digital Identity",keyword
32024R1506,Regulation (EU) 2024/1506,5,"Financial Markets, Investment & Capital",keyword
32024R1507,Regulation (EU) 2024/1507,5,"Financial Markets, Investment & Capital",keyword
32024R1570,Regulation (EU) 2024/1570,7,Consumer Rights & Internal Market,hand
32024R1604,Regulation (EU) 2024/1604,15,EU Institutional Framework & Funding,keyword
32024R1618,Regulation (EU) 2024/1618,5,"Financial Markets, Investment & Capital",keyword
32024R1620,AMLAR [Regulation (EU) 2024/1620],6,"Banking, Payments, Insurance & AML",hand
32024R1623,CRR III Regulation [Regulation (EU) 2024/1623],5,"Financial Markets, Investment & Capital",keyword
32024R1624,AMLR [Regulation (EU) 2024/1624],6,"Banking, Payments, Insurance & AML",hand
32024R1679,TEN-T Regulation [Regulation (EU) 2024/1679],11,Transport & Mobility,hand
32024R1689,AI Act [Regulation (EU) 2024/1689],1,"AI, Data Economy & Digital Identity",hand
32024R1700,Regulation (EU) 2024/1700,5,"Financial Markets, Investment & Capital",keyword
32024R1701,Regulation (EU) 2024/1701,13,"Health, Medicines & Life Sciences",keyword
32024R1717,Regulation (EU) 2024/1717,10,"Migration, Asylum & Border Management",hand
32024R1728,Regulation (EU) 2024/1728,6,"Banking, Payments, Insurance & AML",keyword
32024R1735,Net-Zero Industry Act [Regulation (EU) 2024/1735],7,Consumer Rights & Internal Market,hand
32024R1739,Regulation (EU) 2024/1739,15,EU Institutional Framework & Funding,keyword
32024R1740,Regulation (EU) 2024/1740,1,"AI, Data Economy & Digital Identity",keyword
32024R1745,Regulation (EU) 2024/1745,15,EU Institutional Framework & Funding,keyword
32024R1747,Regulation (EU) 2024/1747,12,"Environment, Energy & Climate",hand
32024R1772,Regulation (EU) 2024/1772,1,"AI, Data Economy & Digital Identity",keyword
32024R1773,Regulation (EU) 2024/1773,1,"AI, Data Economy & Digital Identity",keyword
32024R1774,Regulation (EU) 2024/1774,1,"AI, Data Economy & Digital Identity",keyword
32024R1780,Regulation (EU) 2024/1780,5,"Financial Markets, Investment & Capital",keyword
32024R1781,Ecodesign for Sustainable Products Regulation [Regulation (EU) 2024/1781],12,"Environment, Energy & Climate",hand
32024R1787,Methane Regulation [Regulation (EU) 2024/1787],12,"Environment, Energy & Climate",hand
32024R1789,Gas and Hydrogen Markets Regulation [Regulation (EU) 2024/1789],12,"Environment, Energy & Climate",hand
32024R1793,Regulation (EU) 2024/1793,15,EU Institutional Framework & Funding,keyword
32024R1800,Regulation (EU) 2024/1800,8,Intellectual Property,keyword
32024R1802,Regulation (EU) 2024/1802,14,"Agriculture, Fisheries & Rural Development",keyword
32024R1803,Regulation (EU) 2024/1803,9,Criminal Justice & Fundamental Rights,keyword
32024R1807,Regulation (EU) 2024/1807,14,"Agriculture, Fisheries & Rural Development",keyword
32024R1817,Regulation (EU) 2024/1817,14,"Agriculture, Fisheries & Rural Development",keyword
32024R1850,Regulation (EU) 2024/1850,8,Intellectual Property,keyword
32024R1853,Regulation (EU) 2024/1853,8,Intellectual Property,keyword
32024R1855,Regulation (EU) 2024/1855,6,"Banking, Payments, Insurance & AML",keyword
32024R1856,Regulation (EU) 2024/1856,14,"Agriculture, Fisheries & Rural Development",keyword
32024R1860,Regulation (EU) 2024/1860,7,Consumer Rights & Internal Market,keyword
32024R1863,Regulation (EU) 2024/1863,8,Intellectual Property,keyword
32024R1865,Regulation (EU) 2024/1865,15,EU Institutional Framework & Funding,keyword
32024R1867,Regulation (EU) 2024/1867,8,Intellectual Property,keyword
32024R1868,Regulation (EU) 2024/1868,14,"Agriculture, Fisheries & Rural Development",keyword
32024R1869,Regulation (EU) 2024/1869,8,Intellectual Property,keyword
32024R1870,Regulation (EU) 2024/1870,8,Intellectual Property,keyword
32024R1871,Regulation (EU) 2024/1871,8,Intellectual Property,keyword
32024R1875,Regulation (EU) 2024/1875,8,Intellectual Property,keyword
32024R1877,Regulation (EU) 2024/1877,8,Intellectual Property,keyword
32024R1881,Regulation (EU) 2024/1881,8,Intellectual Property,keyword
32024R1887,Regulation (EU) 2024/1887,8,Intellectual Property,keyword
32024R1889,Regulation (EU) 2024/1889,8,Intellectual Property,keyword
32024R1891,Regulation (EU) 2024/1891,8,Intellectual Property,keyword
32024R1894,Regulation (EU) 2024/1894,8,Intellectual Property,keyword
32024R1899,Regulation (EU) 2024/1899,8,Intellectual Property,keyword
32024R1938,Substances of Human Origin Regulation [Regulation (EU) 2024/1938],13,"Health, Medicines & Life Sciences",hand
32024R1945,Regulation (EU) 2024/1945,8,Intellectual Property,keyword
32024R1947,Regulation (EU) 2024/1947,8,Intellectual Property,keyword
32024R1963,Regulation (EU) 2024/1963,14,"Agriculture, Fisheries & Rural Development",keyword
32024R1966,Regulation (EU) 2024/1966,14,"Agriculture, Fisheries & Rural Development",keyword
32024R1976,Regulation (EU) 2024/1976,15,EU Institutional Framework & Funding,keyword
32024R1985,Regulation (EU) 2024/1985,8,Intellectual Property,keyword
32024R1991,Nature Restoration Regulation [Regulation (EU) 2024/1991],12,"Environment, Energy & Climate",hand
32024R2017,Regulation (EU) 2024/2017,8,Intellectual Property,keyword
32024R2018,Regulation (EU) 2024/2018,11,Transport & Mobility,keyword
32024R2019,"Regulation (EU, Euratom) 2024/2019",12,"Environment, Energy & Climate",keyword
32024R2027,Regulation (EU) 2024/2027,11,Transport & Mobility,keyword
32024R2029,Regulation (EU) 2024/2029,8,Intellectual Property,keyword
32024R2037,Regulation (EU) 2024/2037,8,Intellectual Property,keyword
32024R2042,Regulation (EU) 2024/2042,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2104,Regulation (EU) 2024/2104,10,"Migration, Asylum & Border Management",keyword
32024R2106,Regulation (EU) 2024/2106,10,"Migration, Asylum & Border Management",keyword
32024R2107,Regulation (EU) 2024/2107,10,"Migration, Asylum & Border Management",keyword
32024R2112,Regulation (EU) 2024/2112,8,Intellectual Property,keyword
32024R2114,Regulation (EU) 2024/2114,8,Intellectual Property,keyword
32024R2117,Regulation (EU) 2024/2117,8,Intellectual Property,keyword
32024R2155,Regulation (EU) 2024/2155,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2190,Regulation (EU) 2024/2190,8,Intellectual Property,keyword
32024R2201,Regulation (EU) 2024/2201,8,Intellectual Property,keyword
32024R2212,Regulation (EU) 2024/2212,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2384,Regulation (EU) 2024/2384,15,EU Institutional Framework & Funding,keyword
32024R2398,Regulation (EU) 2024/2398,8,Intellectual Property,keyword
32024R2399,Regulation (EU) 2024/2399,8,Intellectual Property,keyword
32024R2457,Regulation (EU) 2024/2457,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2461,Regulation (EU) 2024/2461,15,EU Institutional Framework & Funding,keyword
32024R2487,Regulation (EU) 2024/2487,8,Intellectual Property,keyword
32024R2493,Regulation (EU) 2024/2493,11,Transport & Mobility,keyword
32024R2499,Regulation (EU) 2024/2499,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2509,Financial Regulation [Regulation (EU Euratom) 2024/2509],15,EU Institutional Framework & Funding,hand
32024R2510,Regulation (EU) 2024/2510,10,"Migration, Asylum & Border Management",keyword
32024R2511,Regulation (EU) 2024/2511,10,"Migration, Asylum & Border Management",keyword
32024R2547,Regulation (EU) 2024/2547,15,EU Institutional Framework & Funding,keyword
32024R2571,Regulation (EU) 2024/2571,10,"Migration, Asylum & Border Management",keyword
32024R2583,Regulation (EU) 2024/2583,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2594,Regulation (EU) 2024/2594,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2607,Regulation (EU) 2024/2607,8,Intellectual Property,keyword
32024R2614,Regulation (EU) 2024/2614,8,Intellectual Property,keyword
32024R2615,Regulation (EU) 2024/2615,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2639,Regulation (EU) 2024/2639,2,Platform Regulation & Digital Markets,keyword
32024R2642,Regulation (EU) 2024/2642,15,EU Institutional Framework & Funding,keyword
32024R2690,Regulation (EU) 2024/2690,4,Cybersecurity & Operational Resilience,hand
32024R2697,Regulation (EU) 2024/2697,15,EU Institutional Framework & Funding,keyword
32024R2699,Regulation (EU) 2024/2699,13,"Health, Medicines & Life Sciences",keyword
32024R2741,Regulation (EU) 2024/2741,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2742,Regulation (EU) 2024/2742,8,Intellectual Property,keyword
32024R2745,Regulation (EU) 2024/2745,13,"Health, Medicines & Life Sciences",keyword
32024R2746,Farm Sustainability Data Network Implementing Regulation [Implementing Regulation (EU) 2024/2746],14,"Agriculture, Fisheries & Rural Development",keyword
32024R2747,Internal Market Emergency and Resilience Act [Regulation (EU) 2024/2747],7,Consumer Rights & Internal Market,hand
32024R2748,Regulation (EU) 2024/2748,7,Consumer Rights & Internal Market,keyword
32024R2759,Regulation (EU) 2024/2759,5,"Financial Markets, Investment & Capital",keyword
32024R2768,Regulation (EU) 2024/2768,8,Intellectual Property,keyword
32024R2769,Regulation (EU) 2024/2769,7,Consumer Rights & Internal Market,keyword
32024R2773,Regulation (EU) 2024/2773,15,EU Institutional Framework & Funding,keyword
32024R2774,Regulation (EU) 2024/2774,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2792,Regulation (EU) 2024/2792,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2793,Regulation (EU) 2024/2793,8,Intellectual Property,keyword
32024R2795,Regulation (EU) 2024/2795,6,"Banking, Payments, Insurance & AML",keyword
32024R2807,Regulation (EU) 2024/2807,8,Intellectual Property,keyword
32024R2809,Listing Act Regulation [Regulation (EU) 2024/2809],5,"Financial Markets, Investment & Capital",hand
32024R2822,Community Designs Regulation [Regulation (EU) 2024/2822],8,Intellectual Property,hand
32024R2835,Regulation (EU) 2024/2835,1,"AI, Data Economy & Digital Identity",keyword
32024R2838,Regulation (EU) 2024/2838,7,Consumer Rights & Internal Market,keyword
32024R2847,Cyber Resilience Act [Regulation (EU) 2024/2847],4,Cybersecurity & Operational Resilience,hand
32024R2865,Regulation (EU) 2024/2865,7,Consumer Rights & Internal Market,keyword
32024R2890,Regulation (EU) 2024/2890,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2892,Regulation (EU) 2024/2892,8,Intellectual Property,keyword
32024R2896,Regulation (EU) 2024/2896,15,EU Institutional Framework & Funding,keyword
32024R2897,Regulation (EU) 2024/2897,15,EU Institutional Framework & Funding,keyword
32024R2902,Regulation (EU) 2024/2902,5,"Financial Markets, Investment & Capital",keyword
32024R2910,Regulation (EU) 2024/2910,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2913,Regulation (EU) 2024/2913,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2921,Regulation (EU) 2024/2921,8,Intellectual Property,keyword
32024R2925,Regulation (EU) 2024/2925,14,"Agriculture, Fisheries & Rural Development",keyword
32024R2932,Regulation (EU) 2024/2932,8,Intellectual Property,keyword
32024R2956,Regulation (EU) 2024/2956,1,"AI, Data Economy & Digital Identity",keyword
32024R2958,Regulation (EU) 2024/2958,7,Consumer Rights & Internal Market,keyword
32024R2959,Regulation (EU) 2024/2959,13,"Health, Medicines & Life Sciences",keyword
32024R2972,Regulation (EU) 2024/2972,8,Intellectual Property,keyword
32024R2973,Regulation (EU) 2024/2973,8,Intellectual Property,keyword
32024R2977,Regulation (EU) 2024/2977,1,"AI, Data Economy & Digital Identity",keyword
32024R2978,Regulation (EU) 2024/2978,8,Intellectual Property,keyword
32024R2979,Regulation (EU) 2024/2979,1,"AI, Data Economy & Digital Identity",keyword
32024R2980,Regulation (EU) 2024/2980,1,"AI, Data Economy & Digital Identity",keyword
32024R2981,Regulation (EU) 2024/2981,1,"AI, Data Economy & Digital Identity",keyword
32024R2982,Regulation (EU) 2024/2982,1,"AI, Data Economy & Digital Identity",keyword
32024R2987,Clearing Markets Efficiency Regulation [Regulation (EU) 2024/2987],5,"Financial Markets, Investment & Capital",hand
32024R2992,Regulation (EU) 2024/2992,14,"Agriculture, Fisheries & Rural Development",keyword
32024R3005,ESG Ratings Regulation [Regulation (EU) 2024/3005],5,"Financial Markets, Investment & Capital",hand
32024R3011,Regulation (EU) 2024/3011,6,"Banking, Payments, Insurance & AML",hand
32024R3012,Carbon Removals Certification Regulation [Regulation (EU) 2024/3012],12,"Environment, Energy & Climate",hand
32024R3014,Regulation (EU) 2024/3014,15,EU Institutional Framework & Funding,keyword
32024R3015,Forced Labour Regulation [Regulation (EU) 2024/3015],15,EU Institutional Framework & Funding,hand
32024R3018,Regulation (EU) 2024/3018,15,EU Institutional Framework & Funding,keyword
32024R3024,Regulation (EU) 2024/3024,12,"Environment, Energy & Climate",keyword
32024R3084,Deforestation Regulation Information System Implementing Regulation [Implementing Regulation (EU) 2024/3084],12,"Environment, Energy & Climate",keyword
32024R3110,Construction Products Regulation [Regulation (EU) 2024/3110],7,Consumer Rights & Internal Market,hand
32024R3115,Regulation (EU) 2024/3115,13,"Health, Medicines & Life Sciences",keyword
32024R3143,Regulation (EU) 2024/3143,4,Cybersecurity & Operational Resilience,keyword
32024R3169,Regulation (EU) 2024/3169,13,"Health, Medicines & Life Sciences",keyword
32024R3171,Regulation (EU) 2024/3171,15,EU Institutional Framework & Funding,keyword
32024R3173,Regulation (EU) 2024/3173,7,Consumer Rights & Internal Market,keyword
32024R3183,Regulation (EU) 2024/3183,15,EU Institutional Framework & Funding,keyword
32024R3193,Regulation (EU) 2024/3193,15,EU Institutional Framework & Funding,keyword
32024R3210,Regulation (EU) 2024/3210,1,"AI, Data Economy & Digital Identity",keyword
32024R3214,Regulation (EU) 2024/3214,11,Transport & Mobility,keyword
32024R3227,Regulation (EU) 2024/3227,14,"Agriculture, Fisheries & Rural Development",keyword
32024R3228,Regulation (EU) 2024/3228,1,"AI, Data Economy & Digital Identity",keyword
32024R3230,Regulation (EU) 2024/3230,10,"Migration, Asylum & Border Management",keyword
32024R3234,Regulation (EU) 2024/3234,12,"Environment, Energy & Climate",keyword
32024R3236,Regulation (EU) 2024/3236,12,"Environment, Energy & Climate",keyword
32025L0001,Insurance Recovery and Resolution Directive [Directive (EU) 2025/1],6,"Banking, Payments, Insurance & AML",hand
32025L0002,Solvency II Amendment Directive [Directive (EU) 2025/2],6,"Banking, Payments, Insurance & AML",hand
32025L0025,Directive (EU) 2025/25,5,"Financial Markets, Investment & Capital",hand
32025L0050,Faster Withholding Tax Relief Directive [Directive (EU) 2025/50],1,"AI, Data Economy & Digital Identity",keyword
32025L0516,VAT Rules for the Digital Age Directive [Directive (EU) 2025/516],2,Platform Regulation & Digital Markets,keyword
32025L1223,Directive (EU) 2025/1223,7,Consumer Rights & Internal Market,keyword
32025L1788,European Parliament Elections Directive [Directive (EU) 2025/1788],15,EU Institutional Framework & Funding,keyword
32025L1892,Waste Framework Directive Amendment [Directive (EU) 2025/1892],7,Consumer Rights & Internal Market,keyword
32025L2062,Directive (EU) 2025/2062,9,Criminal Justice & Fundamental Rights,keyword
32025L2205,Driving Licences Directive [Directive (EU) 2025/2205],11,Transport & Mobility,keyword
32025L2206,Driving Disqualifications Amendment Directive [Directive (EU) 2025/2206],11,Transport & Mobility,keyword
32025L2360,Soil Monitoring Law [Directive (EU) 2025/2360],12,"Environment, Energy & Climate",keyword
32025L2450,European Works Councils Amendment Directive [Directive (EU) 2025/2450],7,Consumer Rights & Internal Market,keyword
32025L2482,Directive (EU) 2025/2482,11,Transport & Mobility,keyword
32025L2647,Directive (EU) 2025/2647,1,"AI, Data Economy & Digital Identity",keyword
32025R0004,Regulation (EU) 2025/4,15,EU Institutional Framework & Funding,keyword
32025R0012,API Regulation [Regulation (EU) 2025/12],10,"Migration, Asylum & Border Management",hand
32025R0013,API-PNR Router Regulation [Regulation (EU) 2025/13],10,"Migration, Asylum & Border Management",hand
32025R0014,Regulation (EU) 2025/14,7,Consumer Rights & Internal Market,keyword
32025R0020,Regulation (EU) 2025/20,11,Transport & Mobility,keyword
32025R0023,Regulation (EU) 2025/23,11,Transport & Mobility,keyword
32025R0026,Regulation (EU) 2025/26,8,Intellectual Property,keyword
32025R0027,Regulation (EU) 2025/27,8,Intellectual Property,keyword
32025R0028,Regulation (EU) 2025/28,8,Intellectual Property,keyword
32025R0036,Regulation (EU) 2025/36,15,EU Institutional Framework & Funding,keyword
32025R0037,Regulation (EU) 2025/37,4,Cybersecurity & Operational Resilience,hand
32025R0038,CSoldA - Cyber Solidarity Act [Regulation (EU) 2025/38],4,Cybersecurity & Operational Resilience,hand
32025R0040,Packaging and Packaging Waste Regulation [Regulation (EU) 2025/40],12,"Environment, Energy & Climate",hand
32025R0041,EU Firearms Regulation [Regulation (EU) 2025/41],9,Criminal Justice & Fundamental Rights,hand
32025R0058,Regulation (EU) 2025/58,15,EU Institutional Framework & Funding,keyword
32025R0060,Regulation (EU) 2025/60,15,EU Institutional Framework & Funding,keyword
32025R0061,Regulation (EU) 2025/61,15,EU Institutional Framework & Funding,keyword
32025R0073,Regulation (EU) 2025/73,8,Intellectual Property,keyword
32025R0098,Regulation (EU) 2025/98,14,"Agriculture, Fisheries & Rural Development",keyword
32025R0100,Regulation (EU) 2025/100,15,EU Institutional Framework & Funding,keyword
32025R0112,Regulation (EU) 2025/112,8,Intellectual Property,keyword
32025R0114,Regulation (EU) 2025/114,15,EU Institutional Framework & Funding,keyword
32025R0116,Regulation (EU) 2025/116,8,Intellectual Property,keyword
32025R0117,Regulation (EU) 2025/117,13,"Health, Medicines & Life Sciences",keyword
32025R0118,Regulation (EU) 2025/118,8,Intellectual Property,keyword
32025R0131,Regulation (EU) 2025/131,8,Intellectual Property,keyword
32025R0135,Regulation (EU) 2025/135,8,Intellectual Property,keyword
32025R0136,Regulation (EU) 2025/136,8,Intellectual Property,keyword
32025R0139,Regulation (EU) 2025/139,8,Intellectual Property,keyword
32025R0178,Regulation (EU) 2025/178,8,Intellectual Property,keyword
32025R0179,Regulation (EU) 2025/179,13,"Health, Medicines & Life Sciences",keyword
32025R0191,Regulation (EU) 2025/191,8,Intellectual Property,keyword
32025R0192,Regulation (EU) 2025/192,11,Transport & Mobility,keyword
32025R0196,Regulation (EU) 2025/196,12,"Environment, Energy & Climate",keyword
32025R0202,Regulation (EU) 2025/202,14,"Agriculture, Fisheries & Rural Development",keyword
32025R0220,Regulation (EU) 2025/220,15,EU Institutional Framework & Funding,keyword
32025R0261,Regulation (EU) 2025/261,15,EU Institutional Framework & Funding,keyword
32025R0274,Regulation (EU) 2025/274,14,"Agriculture, Fisheries & Rural Development",keyword
32025R0280,Regulation (EU) 2025/280,8,Intellectual Property,keyword
32025R0287,Regulation (EU) 2025/287,8,Intellectual Property,keyword
32025R0288,Regulation (EU) 2025/288,8,Intellectual Property,keyword
32025R0292,Regulation (EU) 2025/292,5,"Financial Markets, Investment & Capital",keyword
32025R0293,Regulation (EU) 2025/293,5,"Financial Markets, Investment & Capital",keyword
32025R0294,Regulation (EU) 2025/294,5,"Financial Markets, Investment & Capital",keyword
32025R0295,Regulation (EU) 2025/295,1,"AI, Data Economy & Digital Identity",keyword
32025R0296,Regulation (EU) 2025/296,5,"Financial Markets, Investment & Capital",keyword
32025R0297,Regulation (EU) 2025/297,5,"Financial Markets, Investment & Capital",keyword
32025R0298,Regulation (EU) 2025/298,5,"Financial Markets, Investment & Capital",keyword
32025R0299,Regulation (EU) 2025/299,5,"Financial Markets, Investment & Capital",keyword
32025R0300,Regulation (EU) 2025/300,5,"Financial Markets, Investment & Capital",keyword
32025R0301,Regulation (EU) 2025/301,1,"AI, Data Economy & Digital Identity",keyword
32025R0302,DORA ICT Incident Reporting ITS [Implementing Regulation (EU) 2025/302],4,Cybersecurity & Operational Resilience,keyword
32025R0303,Regulation (EU) 2025/303,5,"Financial Markets, Investment & Capital",keyword
32025R0305,Regulation (EU) 2025/305,5,"Financial Markets, Investment & Capital",keyword
32025R0325,Regulation (EU) 2025/325,15,EU Institutional Framework & Funding,keyword
32025R0327,EHDSR - European Health Data Space Regulation [Regulation (EU) 2025/327],0,Data Protection & Privacy,hand
32025R0342,Regulation (EU) 2025/342,8,Intellectual Property,keyword
